Plot,Species,Lifeform,Treatment,Structure,photo,lma,wp,leaf.n,g,e,phis2,wue,rld,srl,rdiam,fitness,canopy,rtd,relfit,relcanopy
H6-6,Brni,A,L,H,31.18838286,47.82487146,-1.05,5.35,0.391666667,4.96,0.281,6.686827957,1.749742451,181.0677465,0.2211,49.18,0.352512,0.144897959,0.743305197,0.277217391
H8-8,Brni,A,L,H,39.45198211,59.13683051,-1,3.74,0.54515254,5.257490261,0.210284875,6.173870718,2.661436038,115.441751,0.3039,9.27,0.068921,0.119534884,0.140106531,-0.750286232
I5-8,Brni,A,M,I,8.69027797,54.02043623,-0.4,5.1,0.0755,1.166666667,0.178,8.591428571,3.042059647,130.4917989,0.2531,71.99,0.285936,0.152419355,1.088054923,0.036
I6-7,Brni,A,M,I,24.18934246,38.24064332,-0.5,5.19,0.471524019,6.704264407,0.231838436,4.61374238,5.008591208,386.7261905,0.1731,54.95,0.496838,0.109375,0.830512822,0.800137681
I7-4,Brni,A,M,I,32.84103886,68.92249337,-0.4,3.42,0.499,6.18,0.276,5.458468177,4.368962168,211.6824812,0.2207,38.29,0.09372,0.123148148,0.57871403,-0.660434783
I8-2,Brni,A,M,I,7.267488406,39.36448551,-1.4,4.11,0.047461721,0.794823014,0.094567101,10.44860473,2.645817892,62.73067642,0.3414,15.04,0.051072,0.174203822,0.227314155,-0.814956522
A1-5,Enca,P,M,A,43.27575591,52.21983538,-2,4.93,0.461835563,5.190288629,0.310634422,7.749200231,1.11634098,2.807495356,0.6311,1038,2.93913,1.137323944,2.444598959,0.580177419
A2-9,Enca,P,M,A,12.90683012,69.39454633,-2.2,3.556666667,0.090019272,1.701383327,0.196349945,9.011350817,2.047322168,6.106232877,0.6002,486,1.74464,0.578854626,1.144581016,-0.062021505
A3-9,Enca,P,M,A,23.0375945,55.95456356,-2.1,3.64,0.232299102,3.380991916,0.203324237,7.482096058,,,,96,0.54208,,0.226090077,-0.70855914
A4-8,Enca,P,M,A,22.44951737,52.35877579,-2.2,4.45,0.194686392,2.952845679,0.197850971,8.706570688,,,,50,0.915,,0.117755249,-0.508064516
A5-7,Enca,P,M,A,15.09073801,68.15116952,-1.65,4.08,0.140141529,2.430570461,0.26360752,7.867256085,,,,462,1.3104,,1.088058496,-0.295483871
A6-6,Enca,P,M,A,40.11224807,51.81504673,-1.8,4.64,0.575415814,6.962001803,,6.242857918,4.130637449,2.799825208,0.6699,586,2.744,1.013253012,1.380091513,0.475268817
A7-9,Enca,P,M,A,8.871587096,56.53741037,-1.8,3.99,0.0761,1.35,0.182,7.925925926,1.082849824,3.311347428,0.7857,296,1.639,0.62259332,0.697111071,-0.118817204
A8-6,Enca,P,M,A,11.49032666,49.78617875,-1.8,4.12,0.104,1.596666667,0.152,8.392484342,2.67628633,111.0409494,0.4034,596,3.465,0.070535714,1.403642562,0.862903226
B1-6,Enca,P,H,B,37.08278187,53.64461747,-1.1,4.45,0.38525,4.2175,0.28,8.032009484,,,,126,0.6909,,0.296743226,-0.628548387
B2-7,Enca,P,H,B,22.1210856,76.81386853,-1.1,3.54,0.195779837,3.321433083,0.243512516,7.32813583,4.406213789,43.80949128,0.4966,344,0.92701,0.117808219,0.81015611,-0.501607527
B3-9,Enca,P,H,B,39.06576561,60.24489401,-1.55,4.65,0.37725,4.6925,0.318,8.391049547,2.03465264,13.36540625,0.6001,226,1.24352,0.26446281,0.532253723,-0.33144086
B4-4,Enca,P,H,B,14.39346531,69.27005004,-1.4,3.280183979,0.137483913,2.728372126,0.151618804,6.139651418,3.043492388,7.598679047,0.7142,70.66666667,1.964144,0.328423475,0.166427418,0.055991398
B5-8,Enca,P,H,B,33.63089904,75.28699908,-1.75,3.6,0.393,4.6125,0.288,7.268292683,,,,638,1.6704,,1.502556971,-0.101935484
B6-5,Enca,P,H,B,10.4783274,61.68707314,-1.7,4.53,0.085725,1.27,0.241,9.05511811,2.638637129,3.285564502,0.7508,408,4.45284,0.687514723,0.960882828,1.394
B7-6,Enca,P,H,B,19.67398982,63.78115046,-1.8,3.539276258,0.16625,2.4475,0.248,8.621041879,,,,498,2.26953,,1.172842275,0.220177419
B8-1,Enca,P,H,B,31.57907083,57.81953122,-1.6,3.31,0.4905,6.155,0.263,5.576766856,2.442859253,22.11516393,0.585,442,2.034032,0.168275862,1.040956397,0.093565591
C1-3,Enca,P,H,C,21.58056323,65.86922344,-1.2,4.08,0.138,2.073333333,0.244,10.46623794,4.224763201,4.230298612,0.6704,812,3.66,0.669764706,1.912345236,0.967741935
C2-1,Enca,P,H,C,21.33089918,54.19633044,-1.5,4.48,0.160666667,1.87,0.184,11.10516934,,,,328,0.920634,,0.77247443,-0.505035484
C3-7,Enca,P,H,C,40.00877109,55.87670526,-1.55,4.04,0.505333333,5.61,0.275,6.773618538,2.424884596,32.85385563,0.5143,640,3.15315,0.146391753,1.507267181,0.695241935
C4-8,Enca,P,H,C,34.56885141,48.31035576,-1.1,5.15,0.407333333,4.563333333,0.288,7.633308985,2.845386432,4.240021388,0.6796,560,1.7472,0.650386399,1.318858783,-0.060645161
C5-1,Enca,P,H,C,39.78470151,54.08465768,-0.9,4.29,0.552666667,6.01,0.285,6.184137549,,,,388,4.606564,,0.913780729,1.476647312
C6-8,Enca,P,H,C,28.05544514,38.99109388,-1.3,3.21,0.454,4.863333333,0.215,5.76422207,,,,338,1.6975,,0.79602548,-0.087365591
C7-1,Enca,P,H,C,39.66677864,46.95569317,-1.35,5.14,0.614333333,6.516666667,0.278,5.836317136,1.987967263,5.261437143,0.7153,1218,3.675,0.472972973,2.868517854,0.975806452
C8-6,Enca,P,H,C,33.65655617,71.58746978,-1.2,4.255,0.429333333,4.86,0.31,7.235939643,1.595955163,1.950088748,0.9088,490,2.053336,0.790487515,1.154001435,0.103944086
D1-3,Enca,P,L,D,27.92769466,61.42806662,-1.15,4.2,0.216295564,2.84895485,0.254263231,10.26201044,2.185019729,19.24958788,0.516,212,0.8245,0.248493976,0.499282254,-0.55672043
D2-9,Enca,P,L,D,38.96567829,55.73269532,-1.325,4.17,0.640755621,7.320704439,0.275384045,5.254221096,0.411330448,13.65429719,0.6311,342,0.58636,0.23490566,0.8054459,-0.684752688
D3-9,Enca,P,L,D,15.87325872,64.75816401,-1.35,3.77,0.159055504,2.718340278,0.19160433,6.815293865,,,,212,1.32432,,0.499282254,-0.288
D4-7,Enca,P,L,D,13.36861011,61.16412893,-1.5,3.4,0.140320486,2.602314661,0.189931121,6.250405608,1.509566065,4.121532663,0.6323,206,1.066359,0.772815534,0.485151624,-0.42668871
D5-7,Enca,P,L,D,19.64944103,45.95797914,-1.3,4.4275,0.273002864,4.178431501,0.192326711,5.35620886,1.065908963,88.24914286,0.475,412,1.361008,0.06402439,0.970303248,-0.268275269
D6-3,Enca,P,L,D,12.6400984,74.21345443,-1.45,3.94,0.150960882,2.558381845,0.17526276,5.544406799,2.250447496,7.899374384,0.4953,166,1.9125,0.656957929,0.390947425,0.028225806
D7-5,Enca,P,L,D,13.0106119,67.46248432,-1.95,3.69,0.168017415,2.650562486,0.21265736,5.151628647,,,,,0.1312,,,-0.929462366
D8-1,Enca,P,L,D,9.725268766,58.86544858,-1.5,3.92,0.081997558,1.269833003,0.160540712,8.264861862,,,,23,0.3621,,0.054167414,-0.805322581
E1-1,Enca,P,L,E,21.4469689,65.23549746,-1.475,4.07,0.241332958,3.788886593,0.17607086,6.049393374,3.855329801,33.58953057,0.5575,610,1.9008,0.121970706,1.436614032,0.021935484
E2-1,Enca,P,L,E,32.46837837,55.23633578,-1.6,4.65,0.299239922,4.46016117,0.285925239,7.797106002,1.367367928,3.128016052,0.7673,560,2.483712,0.690987868,1.318858783,0.335329032
E3-9,Enca,P,L,E,34.28299163,55.69535545,-1.1,3.76,0.409334281,5.487454237,0.300433151,6.939642668,,,,160,0.50176,,0.376816795,-0.730236559
E4-8,Enca,P,L,E,41.446489,57.57772241,-1.75,4.93,0.488159818,6.461460691,0.326631003,7.04094284,1.321892311,94.19241379,0.4786,184,1.333,0.058883249,0.433339315,-0.283333333
E5-9,Enca,P,L,E,15.0765493,62.04087334,-2.25,3.3,0.130913848,2.427397483,0.174500694,7.559376031,,,,18,0.434676,,0.042391889,-0.766303226
E6-8,Enca,P,L,E,31.98674042,69.15888479,-1.85,4.58,0.348000893,5.123101437,0.291467601,7.226614736,1.285519103,5.03737096,0.5869,588,2.45,0.735106383,1.384801723,0.317204301
E7-2,Enca,P,L,E,23.78205335,68.51421547,-2.05,3.64,0.2305,3.1075,0.267,8.318584071,,,,524,2.99288,,1.234075004,0.609075269
E8-5,Enca,P,L,E,29.69917301,58.68035869,-2.2,4.39,0.33975,4.44,0.289,7.331081081,1.773255512,11.45615333,0.5387,326,2.31,0.382653061,0.76776422,0.241935484
F1-3,Enca,P,M,F,12.15304106,49.56765181,-1.1,4.492144374,0.1065,1.86,0.237,7.284946237,,,,126,1.26463,,0.296743226,-0.320091398
F2-2,Enca,P,M,F,20.47525722,76.32254563,-1.5,4.08,0.157072899,3.067140134,0.28211124,7.854820477,,,,580,3.1283,,1.365960883,0.68188172
F3-8,Enca,P,M,F,24.17366986,52.52643691,-1.2,3.84989339,0.333,5.985,0.304,5.513784461,2.155925754,12.33086957,0.6268,572,1.0584,0.262857143,1.347120043,-0.430967742
F4-4,Enca,P,M,F,10.72021694,60.13099196,-1.7,4.09,0.1295,2.905,0.3,5.765920826,5.330035573,38.95339744,0.4472,584,3.749,0.163350785,1.375381303,1.015591398
F5-3,Enca,P,M,F,19.53233988,69.23871716,-2.3,3.41,0.1175,1.2225,0.195,13.92638037,,,,21,1.33133,,0.049457204,-0.284231183
F6-1,Enca,P,M,F,21.85284317,59.23204421,-2.4,3.2,0.209,3.025,0.187,6.933884298,1.731402055,20.59065369,0.5904,106,0.721021,0.177530864,0.249641127,-0.612354301
F7-8,Enca,P,M,F,41.14094409,59.57324289,-1.6,4.697117337,0.4385,4.44,0.321,8.682432432,2.044407199,3.252882853,0.7822,1072,4.170474,0.639765458,2.524672528,1.242190323
F8-9,Enca,P,M,F,40.7865682,52.94141488,-1.675,4.7,0.6065,6.5625,0.278,5.931428571,1.896493529,94.1397191,0.4383,1260,3.576732,0.070355731,2.967432263,0.922974194
G1-7,Enca,P,H,G,41.63109693,50.7143182,-0.5,4.4,0.456,4.3225,0.333,8.825910931,2.202692377,59.4445515,0.4784,1094,2.4644,0.093478261,2.576484838,0.324946237
G2-2,Enca,P,H,G,19.48083931,66.31523407,-1.2,4.76,0.15,1.95,0.259,10.20512821,3.911414682,5.833625028,0.652,900,2.44944,0.513257143,2.119594473,0.316903226
G3-3,Enca,P,H,G,26.01919174,79.39442021,-1.1,2.72,0.39425,4.785,0.227,5.559038662,,,,282,1.54496,,0.664139602,-0.169376344
G4-6,Enca,P,H,G,33.7084902,52.07369061,-1.2,4.38,0.48625,5.335,0.275,6.330834114,2.323070834,7.732469723,0.5653,862,5.85948,0.514922049,2.030100484,2.150258065
G6-9,Enca,P,H,G,22.13078769,55.50229441,-0.8,2.25,0.284,3.5775,0.204,6.268343816,1.767685906,3.969168622,0.6706,654,1.59068,0.713636364,1.540238651,-0.144795699
G7-7,Enca,P,H,G,20.40536679,64.64487308,-1,3.61,0.2995,3.6175,0.208,5.687629578,,,,194,0.7182,,0.456890364,-0.613870968
G8-9,Enca,P,H,G,19.63831307,96.07747757,-1.1,2.535,0.24725,3.3525,0.242,6.532438479,1.860178096,84.5707362,0.4916,324,0.73953,0.06221374,0.76305401,-0.602403226
H1-6,Enca,P,L,H,16.56152804,70.65685425,-1.8,3.35,0.177559032,3.93037316,0.222978121,5.48323172,2.007676744,4.707916796,0.5745,236,0.90132,0.819592875,0.555804773,-0.515419355
H2-8,Enca,P,L,H,4.992635234,66.31526729,-2.35,4.39,0.0499,0.793333333,0.225,7.260504202,,,,18,0.84744,,0.042391889,-0.544387097
H3-8,Enca,P,L,H,32.8993577,69.37503186,-1.65,4.89,0.2435,3.2625,0.266,9.049808429,2.071072939,14.54546201,0.5533,130,0.7137,0.285630499,0.306163646,-0.616290323
H4-8,Enca,P,L,H,23.92188813,56.50423091,-1.5,4.81,0.13775,1.825,0.259,12,1.33478748,10.35329813,0.4929,216,1.617,0.506584362,0.508702674,-0.130645161
H5-8,Enca,P,L,H,38.51319405,80.09439366,-2,4.17,0.26175,3.0375,0.299,12.24691358,,,,12,0.366048,,0.02826126,-0.8032
H6-4,Enca,P,L,H,18.15002614,58.99192643,-1.6,4.06,0.09545,1.2225,0.244,14.82617587,1.525096616,9.289693548,0.5874,72,0.48804,0.397435897,0.169567558,-0.737612903
H7-9,Enca,P,L,H,44.54923923,53.70844661,-1.8,4.99,0.36175,3.68,0.319,11.08695652,1.547374976,12.47707257,0.5078,274,1.18125,0.396585366,0.645298762,-0.364919355
H8-3,Enca,P,L,H,38.57257872,56.45736306,-1.8,4.95,0.26625,2.8875,0.322,13.08225108,,,,742,2.540835,,1.747487888,0.366040323
I1-7,Enca,P,M,I,27.00407178,50.25059968,-1.15,4.66,0.35275,6.1725,0.321,5.455650061,2.95144042,4.884985983,0.7125,696,1.2636,0.513257965,1.639153059,-0.320645161
I2-6,Enca,P,M,I,21.83388719,63.37804002,-0.9,4.35,0.2415,4.175,0.281,6.730538922,,,,592,3.81988,,1.394222142,1.053698925
I3-4,Enca,P,M,I,24.76377295,56.64477621,-1.3,4.12,0.35475,5.7875,0.304,5.300215983,,,,680,2.40975,,1.60147138,0.295564516
I4-8,Enca,P,M,I,18.10247728,63.34497333,-1.45,4.95,0.133645594,2.138824063,0.259629254,10.0423344,1.880605758,56.21629268,0.4891,326,1.20142,0.094470046,0.76776422,-0.354075269
I5-6,Enca,P,M,I,34.06889072,59.4362091,-1.2,3.31,0.4575,5.7925,0.27,5.753129046,3.37532495,8.125919179,0.5967,250,0.8364,0.440087464,0.588776243,-0.550322581
I6-8,Enca,P,M,I,49.18718857,61.64488231,-1.1,4.86,0.567281723,6.100805752,0.344031489,7.916337605,1.085620155,43.97115789,0.5738,344,2.4396,0.087962963,0.81015611,0.311612903
I7-8,Enca,P,M,I,34.11886287,65.72401506,-1.3,3.98,0.365,4.0025,0.305,8.60712055,1.242109341,42.04950192,0.5098,688,1.94688,0.116517857,1.62031222,0.046709677
I8-4,Enca,P,M,I,31.21972797,74.84458946,-1.45,4.3,0.2615,3.22,0.322,10.31055901,,,,136,1.0152,,0.320294276,-0.454193548
A1-2,Isme,P,M,A,33.92537983,38.21694827,-1.65,4.62,0.328888889,3.128888889,0.256,9.630681818,2.051000941,49.36043046,0.4863,3324,0.34944,0.109025271,1.12163769,-0.581508982
A2-2,Isme,P,M,A,36.30756381,69.85816759,-2.15,4.65,0.291515152,3.612121212,0.324,10.45302013,1.654190596,61.98366379,0.4733,11769,3.484245,0.091699605,3.971285792,3.172748503
A3-7,Isme,P,M,A,32.90732409,60.73182878,-1.65,4.26,0.368197548,4.728337202,0.255879514,7.202964161,,,,4716,0.84656,,1.59134878,0.013844311
A4-1,Isme,P,M,A,24.01849252,54.05659604,-1.7,4.09,0.223636364,3.593939394,0.254,7.099494098,,,,4630,0.8162,,1.562329273,-0.02251497
A5-8,Isme,P,M,A,27.77804433,52.65125957,-1.55,3.85,0.381025641,4.779487179,0.251,5.987124464,,,,1234,0.432264,,0.416396182,-0.482318563
A6-1,Isme,P,M,A,17.92284285,57.03025219,-1.8,4.92,0.19025641,2.707692308,0.33,7.102272727,2.85692829,6.658218208,0.6093,1329,0.93744,0.515345912,0.448452614,0.122682635
A7-8,Isme,P,M,A,24.21721032,39.36992847,-1.65,4.72,0.343555303,5.62049348,0.188900237,4.805235968,1.312396146,105.5049573,0.4228,2713,0.2871,0.067630058,0.915464216,-0.656167665
A8-4,Isme,P,M,A,8.76245614,46.31616599,-1.65,3.96,0.119843137,1.725490196,0.217,5.55,2.231234246,93.42608247,0.3574,3984,0.41055,0.106593407,1.344345535,-0.508323353
B1-5,Isme,P,H,B,29.79710136,58.03169755,-1.6,3.973807662,0.233125,2.13125,0.251,12.14076246,2.690151077,55.50235925,0.4608,144,0.095589,0.108115942,0.048590802,-0.885522156
B2-9,Isme,P,H,B,21.67062235,65.8020184,-1.5,4.22,0.15743763,3.334904936,0.224601548,7.725996553,2.34024913,73.66738956,0.4987,1543,0.38868,0.069553073,0.520663946,-0.53451497
B4-8,Isme,P,H,B,7.855648799,76.83249296,-1.966666667,4.08,0.059810435,1.376436428,0.132962795,6.979169234,4.742313038,6.873880113,0.6077,1646,0.53754,0.501737242,0.555419867,-0.356239521
B5-5,Isme,P,H,B,8.725375,62.06180032,-1.8,4.269000854,0.061058824,1.104411765,0.192,9.105193076,,,,5613,1.279488,,1.894028987,0.532320958
B6-8,Isme,P,H,B,11.35024085,49.47073264,-1.6,4.845174538,0.120866667,1.843333333,0.21,6.851717902,2.857708689,50.39898204,0.4641,6708,1.8252,0.117330211,2.263521548,1.185868263
B7-3,Isme,P,H,B,29.85289623,54.30536974,-1.7,3.68,0.334411765,4.258823529,0.265,7.147790055,2.842463222,68.55261538,0.5191,1885,0.19152,0.069002123,0.636067102,-0.770634731
B8-4,Isme,P,H,B,8.230424972,31.87604491,-1.4,3.81,0.075272727,1.407727273,0.143,7.135938005,,,,39,0.058938,,0.013160009,-0.929415569
C1-5,Isme,P,H,C,18.06791808,38.11680775,-1.2,4.34,0.189333333,2.577777778,0.156,6.293103448,2.388937842,79.6079602,0.4566,18,0.027378,0.076717557,0.00607385,-0.967211976
C2-2,Isme,P,H,C,32.87364834,64.39400282,-1.3,4.47,0.296444444,3.817777778,0.297,8.2887078,,,,870,0.267618,,0.293569432,-0.679499401
C3-4,Isme,P,H,C,14.09138027,38.81927407,-1.25,4.82,0.235844156,3.309090909,0.243,4.226844584,2.393133881,83.76643275,0.4651,1462,0.322704,0.07037037,0.493331619,-0.613528144
C4-2,Isme,P,H,C,19.50599633,72.67524263,-1.05,4.67,0.13547619,1.914285714,0.251,10.39800995,2.883230273,7.412591226,0.5997,3768,1.3728,0.477299413,1.271459331,0.644071856
C5-5,Isme,P,H,C,33.23848102,40.84730709,-1.3,3.94,,6.0875,0.188,4.982888433,,,,270,0.289788,,0.091107755,-0.652948503
C7-3,Isme,P,H,C,28.19626334,46.48389652,-1.6,5.34,0.393888889,5.35,0.216,5.628245067,3.873613416,81.53123077,0.4731,392,0.29232,0.069742489,0.132274962,-0.649916168
C8-1,Isme,P,H,C,29.79595989,55.91204992,-1.65,4.66,0.433333333,5.692307692,0.266,5.693693694,3.268674627,48.73808853,0.5366,4804,1.96238,0.090693431,1.62104316,1.350155689
D2-8,Isme,P,L,D,11.63211592,64.76261219,-1.6,4.01,0.208328436,3.347974721,0.166704936,3.744414108,1.997553895,5.246833648,0.6992,1084,0.41496,0.496713615,0.365780763,-0.503041916
D3-6,Isme,P,L,D,24.14516691,55.72325194,-1.4,3.615,0.320459563,4.68688009,0.231815389,5.504256274,,,,1611,0.6384,,0.543609602,-0.235449102
D5-2,Isme,P,L,D,29.2522821,73.28894874,-1.9,3.88,0.362057252,4.93287611,0.23791899,6.274983058,1.677002077,87.63041667,0.5201,2415,0.672,0.053811659,0.81490825,-0.195209581
D6-5,Isme,P,L,D,24.83842545,74.67409132,-1.8,4.289168766,0.327822768,4.35048598,0.266592909,5.979362161,1.781919869,5.078880702,0.5685,3948,0.320193,0.776566757,1.332197834,-0.616535329
D7-8,Isme,P,L,D,28.77622014,78.50260024,-1.5,4.18,0.414478707,5.262039016,0.264910239,5.296584226,,,,8432,2.207344,,2.845261433,1.643525749
E2-6,Isme,P,L,E,44.9652125,79.87213414,-1.4,5.08,0.497840987,6.468455955,0.317210913,7.192582817,1.559708495,64.34315789,0.4672,5140,1.46965,0.09047619,1.734421699,0.76005988
E3-8,Isme,P,L,E,21.95411987,68.05403643,-1.35,3.69,0.190817258,3.217645373,0.254504838,8.261718353,,,,107,0.05985,,0.036105666,-0.928323353
E4-7,Isme,P,L,E,14.99605636,83.75312414,-1.9,3.87,0.129192308,2.484615385,0.264,7.616099071,2.086050195,67.71516667,0.4552,3608,0.719664,0.090909091,1.21746955,-0.138126946
E5-1,Isme,P,L,E,15.99781138,74.71543567,-1.7,3.78,0.155714286,2.807142857,0.249,6.8956743,,,,2684,0.4977,,0.905678568,-0.403952096
E6-1,Isme,P,L,E,13.31438245,73.50902104,-2.1,4.5,0.121833333,1.99,0.203,7.805695142,1.992541253,48.26197628,0.5289,1948,0.639189,0.094402985,0.657325578,-0.234504192
E7-6,Isme,P,L,E,23.10505736,78.90924873,-1.6,4.02,0.247307692,3.634615385,0.237,7.026455026,,,,3696,0.558688,,1.24716393,-0.330912575
E8-1,Isme,P,L,E,15.91334736,48.51653423,-1.7,3.9,0.163076923,2.519230769,0.224,7.221374046,2.648652761,81.96348571,0.4913,1150,0.3485,0.064338235,0.388051547,-0.582634731
F1-6,Isme,P,M,F,9.930545356,75.87946645,-1.4,3.92,0.070033333,1.215,0.25,10.23868313,,,,6640,4.182,,2.240575891,4.008383234
F2-3,Isme,P,M,F,4.52017472,77.8658039,-1.8,4.1,0.028955732,0.731836997,0.199299651,8.504453928,,,,5424,2.48,,1.830253559,1.97005988
F3-4,Isme,P,M,F,7.950065749,70.88695419,-1.45,4.002656748,0.092192308,2.146153846,0.319,5.700716846,2.301813334,118.5158065,0.476,7192,1.30296,0.047400612,2.426840634,0.560431138
F4-2,Isme,P,M,F,17.40076742,37.66739177,-1.8,3.533333333,0.189509432,2.55761522,0.174750746,6.300458628,2.584140074,33.42172945,0.4998,,0.094068,0.152480418,,-0.887343713
F5-2,Isme,P,M,F,32.98423625,65.60162528,-1.9,3.65,0.27125,3.23125,0.204,8.916827853,,,,3036,0.498095,,1.024456085,-0.403479042
F6-6,Isme,P,M,F,30.85758447,76.96286012,-1.65,3.97,0.262666667,3.49,0.261,8.127984718,2.370714546,136.5792908,0.3809,2952,4.78926,0.064383562,0.99611145,4.735640719
F7-2,Isme,P,M,F,36.37866484,54.13675966,-1.8,4.03,0.343611111,3.836111111,0.302,9.123823316,2.708633492,20.96851852,0.5224,613,0.269169,0.222527473,0.206848347,-0.677641916
F8-7,Isme,P,M,F,13.51741122,42.73290773,-1.95,4.02,0.176,2.45,0.203,5.782312925,2.957784919,86.25664093,0.4694,3740,0.47138,0.066925065,1.262011119,-0.435473054
G2-3,Isme,P,H,G,21.72149087,57.32316928,-1.3,4.468374281,0.181875,2.3,0.198,9.279891304,1.804038699,160.6851389,0.4077,4215,3.2103,0.047682119,1.42229328,2.844670659
G3-6,Isme,P,H,G,17.82969638,70.58775922,-1.6,3.81,0.169642857,2.482142857,0.27,7.841726619,4.405699344,93.64732203,0.4246,1540,0.354354,0.07544757,0.519651637,-0.575623952
G4-7,Isme,P,H,G,20.63076026,69.82612004,-1.3,3.02,0.274230769,3.576923077,0.188,6.150537634,3.506348545,20.68912281,0.5295,978,0.55678,0.219568567,0.330012533,-0.333197605
G6-7,Isme,P,H,G,25.09502018,56.02370207,-1.2,4.654159132,0.284375,3.940625,0.238,6.788263283,2.790768586,32.17600796,0.516,2140,0.673712,0.148717949,0.722113314,-0.193159281
G7-1,Isme,P,H,G,26.05733161,74.11267038,-0.9,3.73,0.2709375,3.76875,0.239,7.371475954,,,,680,1.173,,0.229456567,0.404790419
G8-6,Isme,P,H,G,12.67960326,74.61854454,-1.25,3.91,0.419666667,6.263333333,0.148,2.192655668,2.116700949,73.08801762,0.4838,11224,1.788632,0.07442623,3.787383102,1.142074251
H1-7,Isme,P,L,H,19.99373239,55.91007089,-1.3,4.56,0.228384251,4.510934306,0.213952309,5.31639655,2.119941518,3.990211321,0.7622,1488,0.47215,0.549792531,0.502104959,-0.434550898
H2-7,Isme,P,L,H,9.424704439,43.69888258,-1.5,4.245,0.084205128,1.524615385,0.148,7.780020182,,,,444,0.0792,,0.149821641,-0.905149701
H3-7,Isme,P,L,H,30.39296282,64.21940691,-1.6,4.67,0.213181818,2.872727273,0.256,9.050632911,1.925057328,53.95025105,0.5088,3204,0.577885,0.091221374,1.081145355,-0.307922156
H4-5,Isme,P,L,H,19.03986729,47.08419343,-1.6,4.176666667,0.214230769,2.473076923,0.196,6.718506998,1.705985993,25.96889503,0.5057,926,0.16638,0.191872792,0.312465855,-0.800742515
H5-9,Isme,P,L,H,29.19182018,62.000124,-1.9,4.02,0.242307692,2.546153846,0.252,10.16616314,,,,2980,0.306,,1.005559662,-0.633532934
H6-9,Isme,P,L,H,39.10971167,74.7842547,-1.675,3.91,0.2834375,3.04375,0.264,12.33059548,2.371118946,172.5506383,0.4133,2360,0.735174,0.043119266,0.796349262,-0.119552096
H7-6,Isme,P,L,H,38.97142741,58.08829558,-1.75,4.28,0.340625,3.64375,0.261,9.931389365,1.623832901,4.293685221,0.6657,1077,0.242944,0.669379015,0.36341871,-0.709049102
H8-1,Isme,P,L,H,31.42256715,63.25380298,-1.8,4.92,0.280357143,3.1,0.33,9.688940092,,,,531,0.193284,,0.179178584,-0.768522156
I1-6,Isme,P,M,I,23.89586931,57.01942923,-1.575,3.81,0.277272727,4.318181818,0.298,6.736842105,3.233031378,56.58260652,0.4608,5304,0.82875,0.105835544,1.789761224,-0.00748503
I2-8,Isme,P,M,I,17.1724875,65.23767757,-1.5,4.15,0.164615385,3.338461538,0.239,7.062211982,,,,7377,0.568512,,2.489266317,-0.319147305
I3-1,Isme,P,M,I,9.988694819,60.95868156,-1.8,4.03,0.102423077,2.103846154,0.199,6.846435101,2.86427735,29.62208999,0.5882,83,0.17286,0.124144144,0.028007199,-0.792982036
I4-7,Isme,P,M,I,10.66069796,77.9321514,-1.85,3.445,0.11275,2.5375,0.236,5.972906404,2.838432369,35.22411517,0.4597,2682,0.557865,0.171153846,0.905003696,-0.331898204
I5-9,Isme,P,M,I,33.82831151,58.73923277,-1.4,4.32,0.32875,4.640625,0.323,7.34006734,3.490135454,170.975875,0.3999,2309,0.06825,0.046511628,0.77914002,-0.918263473
I6-6,Isme,P,M,I,25.91767847,55.96441079,-1.6,4.43,0.262248173,3.611367523,0.250792405,7.613375657,,,,981,0.130784,,0.331024842,-0.843372455
I7-3,Isme,P,M,I,17.16717084,74.3725282,-1.3,3.82,0.167941176,2.673529412,0.233,7.238723872,2.770396275,54.60183511,0.5373,3310,0.4284,0.080686695,1.116913584,-0.486946108
I8-8,Isme,P,M,I,30.59333578,87.62984331,-1.4,3.8,0.277454545,3.003636364,0.276,10.08474576,,,,2588,1.0656,,0.8732847,0.276167665
A3-3,Mepo,A,M,A,36.12420068,45.22506897,-1.75,4.34,0.662105263,7.143859649,0.244,4.700392927,0.891443068,112.3823077,0.2845,70.2337,0.05244,0.140540541,1.941268951,-0.500571429
A4-2,Mepo,A,M,A,43.80586908,42.77878147,-1.2,4.36,0.922222222,8.466666667,0.279,4.851268591,2.37989694,131.5120408,0.2938,13.86,0.117124,0.112643678,0.383092271,0.115466667
A5-9,Mepo,A,M,A,47.10054511,37.58214022,-1.5,4.96,0.862222222,6.351851852,0.278,5.690962099,1.605960307,111.3410811,0.2708,70.38,0.16146,0.157446809,1.945312703,0.537714286
A6-2,Mepo,A,M,A,11.82950323,50.94347432,-1.4,3.88,0.188888889,3.914814815,0.143,4.351939451,2.441206867,72.81627907,0.3163,47.1744,0.063756,0.175510204,1.303906786,-0.3928
A8-1,Mepo,A,M,A,32.40331034,40.66366157,-1.7,4.62,0.319886777,4.344767667,0.221579527,7.884125685,2.754380639,41.256997,0.334,61.7384,0.268584,0.2775,1.706457712,1.557942857
B1-3,Mepo,A,H,B,24.28654891,40.19165431,-1.6,4.23,0.286985382,5.469342262,0.29491697,5.984506822,3.226441862,84.96396739,0.3228,82.35,0.119232,0.14375,2.276165119,0.135542857
